Site Name ,ST-HENRI
Site Number ,100
Logger ,Capacitive Water Level
Logger Serial Number ,42564


Scan No ,Date and Time,       Capacitive Water Level,        ,
1198,31/07/2024 , 12:00:00,38156,38156
1199,31/07/2024 , 13:00:00,38156,38156
1200,31/07/2024 , 14:00:00,37900,37900
1201,31/07/2024 , 15:00:00,37644,37644
1202,31/07/2024 , 16:00:00,37644,37644
1203,31/07/2024 , 17:00:00,37388,37388
1204,31/07/2024 , 18:00:00,36876,36876
1205,31/07/2024 , 19:00:00,36364,36364
1206,31/07/2024 , 20:00:00,36620,36620
1207,31/07/2024 , 21:00:00,36620,36620
1208,31/07/2024 , 22:00:00,36876,36876
1209,31/07/2024 , 23:00:00,36364,36364
1210,31/07/2024 , 23:59:59,36364,36364
1211,01/08/2024 , 01:00:00,36108,36108
1212,01/08/2024 , 02:00:00,36108,36108
1213,01/08/2024 , 03:00:00,35596,35596
1214,01/08/2024 , 04:00:00,35596,35596
1215,01/08/2024 , 05:00:00,35084,35084
1216,01/08/2024 , 06:00:00,34828,34828
1217,01/08/2024 , 07:00:00,34572,34572
1218,01/08/2024 , 08:00:00,33804,33804
1219,01/08/2024 , 09:00:00,33548,33548
1220,01/08/2024 , 10:00:00,33292,33292
1221,01/08/2024 , 11:00:00,33292,33292
1222,01/08/2024 , 12:00:00,33292,33292
1223,01/08/2024 , 13:00:00,33036,33036
1224,01/08/2024 , 14:00:00,33036,33036
1225,01/08/2024 , 15:00:00,32524,32524
1226,01/08/2024 , 16:00:00,32524,32524
1227,01/08/2024 , 17:00:00,32524,32524
1228,01/08/2024 , 18:00:00,32268,32268
1229,01/08/2024 , 19:00:00,32012,32012
1230,01/08/2024 , 20:00:00,31756,31756
1231,01/08/2024 , 21:00:00,32268,32268
1232,01/08/2024 , 22:00:00,32012,32012
1233,01/08/2024 , 23:00:00,31756,31756
1234,01/08/2024 , 23:59:59,31244,31244
1235,02/08/2024 , 01:00:00,31500,31500
1236,02/08/2024 , 02:00:00,31244,31244
1237,02/08/2024 , 03:00:00,31244,31244
1238,02/08/2024 , 04:00:00,30732,30732
1239,02/08/2024 , 05:00:00,30732,30732
1240,02/08/2024 , 06:00:00,30220,30220
1241,02/08/2024 , 07:00:00,29708,29708
1242,02/08/2024 , 08:00:00,29196,29196
1243,02/08/2024 , 09:00:00,28940,28940
1244,02/08/2024 , 10:00:00,28428,28428
1245,02/08/2024 , 11:00:00,28172,28172
1246,02/08/2024 , 12:00:00,28172,28172
1247,02/08/2024 , 13:00:00,27916,27916
1248,02/08/2024 , 14:00:00,27660,27660
1249,02/08/2024 , 15:00:00,27660,27660
1250,02/08/2024 , 16:00:00,25100,25100
1251,02/08/2024 , 17:00:00,25100,25100
1252,02/08/2024 , 18:00:00,24844,24844
1253,02/08/2024 , 19:00:00,24588,24588
1254,02/08/2024 , 20:00:00,24588,24588
1255,02/08/2024 , 21:00:00,24588,24588
1256,02/08/2024 , 22:00:00,24332,24332
1257,02/08/2024 , 23:00:00,24332,24332
1258,02/08/2024 , 23:59:59,24076,24076
1259,03/08/2024 , 01:00:00,23820,23820
1260,03/08/2024 , 02:00:00,23564,23564
1261,03/08/2024 , 03:00:00,23308,23308
1262,03/08/2024 , 04:00:00,23052,23052
1263,03/08/2024 , 05:00:00,23052,23052
1264,03/08/2024 , 06:00:00,22796,22796
1265,03/08/2024 , 07:00:00,22540,22540
1266,03/08/2024 , 08:00:00,22284,22284
1267,03/08/2024 , 09:00:00,22028,22028
1268,03/08/2024 , 10:00:00,21772,21772
1269,03/08/2024 , 11:00:00,21772,21772
1270,03/08/2024 , 12:00:00,21516,21516
1271,03/08/2024 , 13:00:00,21516,21516
1272,03/08/2024 , 14:00:00,21260,21260
1273,03/08/2024 , 15:00:00,21004,21004
1274,03/08/2024 , 16:00:00,20748,20748
1275,03/08/2024 , 17:00:00,21004,21004
1276,03/08/2024 , 18:00:00,20748,20748
1277,03/08/2024 , 19:00:00,20748,20748
1278,03/08/2024 , 20:00:00,20748,20748
1279,03/08/2024 , 21:00:00,20748,20748
1280,03/08/2024 , 22:00:00,20748,20748
1281,03/08/2024 , 23:00:00,20492,20492
1282,03/08/2024 , 23:59:59,20236,20236
1283,04/08/2024 , 01:00:00,19980,19980
1284,04/08/2024 , 02:00:00,19980,19980
1285,04/08/2024 , 03:00:00,19724,19724
1286,04/08/2024 , 04:00:00,19468,19468
1287,04/08/2024 , 05:00:00,19212,19212
1288,04/08/2024 , 06:00:00,19212,19212
1289,04/08/2024 , 07:00:00,18956,18956
1290,04/08/2024 , 08:00:00,18700,18700
1291,04/08/2024 , 09:00:00,18700,18700
1292,04/08/2024 , 10:00:00,18444,18444
1293,04/08/2024 , 11:00:00,18188,18188
1294,04/08/2024 , 12:00:00,18188,18188
1295,04/08/2024 , 13:00:00,17932,17932
1296,04/08/2024 , 14:00:00,17932,17932
1297,04/08/2024 , 15:00:00,17676,17676
1298,04/08/2024 , 16:00:00,17420,17420
1299,04/08/2024 , 17:00:00,17420,17420
1300,04/08/2024 , 18:00:00,17164,17164
1301,04/08/2024 , 19:00:00,17164,17164
1302,04/08/2024 , 20:00:00,17164,17164
1303,04/08/2024 , 21:00:00,17164,17164
1304,04/08/2024 , 22:00:00,17164,17164
1305,04/08/2024 , 23:00:00,17164,17164
1306,04/08/2024 , 23:59:59,16908,16908
1307,05/08/2024 , 01:00:00,16908,16908
1308,05/08/2024 , 02:00:00,16652,16652
1309,05/08/2024 , 03:00:00,16652,16652
1310,05/08/2024 , 04:00:00,16652,16652
1311,05/08/2024 , 05:00:00,16396,16396
1312,05/08/2024 , 06:00:00,16140,16140
1313,05/08/2024 , 07:00:00,16140,16140
1314,05/08/2024 , 08:00:00,15884,15884
1315,05/08/2024 , 09:00:00,15628,15628
1316,05/08/2024 , 10:00:00,15628,15628
1317,05/08/2024 , 11:00:00,15628,15628
1318,05/08/2024 , 12:00:00,15372,15372
1319,05/08/2024 , 13:00:00,15372,15372
1320,05/08/2024 , 14:00:00,15116,15116
1321,05/08/2024 , 15:00:00,15116,15116
1322,05/08/2024 , 16:00:00,14860,14860
1323,05/08/2024 , 17:00:00,14860,14860
1324,05/08/2024 , 18:00:00,14604,14604
1325,05/08/2024 , 19:00:00,35340,35340
1326,05/08/2024 , 20:00:00,49164,49164
1327,05/08/2024 , 21:00:00,48908,48908
1328,05/08/2024 , 22:00:00,47372,47372
1329,05/08/2024 , 23:00:00,53004,53004
1330,05/08/2024 , 23:59:59,55564,55564
1331,06/08/2024 , 01:00:00,65292,65292
1332,06/08/2024 , 02:00:00,4108,4108
1333,06/08/2024 , 03:00:00,34829,34829
1334,06/08/2024 , 04:00:00,27405,27405
1335,06/08/2024 , 05:00:00,28173,28173
1336,06/08/2024 , 06:00:00,26637,26637
1337,06/08/2024 , 07:00:00,24845,24845
1338,06/08/2024 , 08:00:00,24077,24077
1339,06/08/2024 , 09:00:00,22285,22285
1340,06/08/2024 , 10:00:00,23053,23053
1341,06/08/2024 , 11:00:00,22541,22541
1342,06/08/2024 , 12:00:00,22285,22285
1343,06/08/2024 , 13:00:00,20493,20493
1344,06/08/2024 , 14:00:00,18445,18445
1345,06/08/2024 , 15:00:00,16397,16397
1346,06/08/2024 , 16:00:00,14605,14605
1347,06/08/2024 , 17:00:00,12557,12557
1348,06/08/2024 , 18:00:00,13837,13837
1349,06/08/2024 , 19:00:00,15373,15373
1350,06/08/2024 , 20:00:00,22029,22029
1351,06/08/2024 , 21:00:00,24333,24333
1352,06/08/2024 , 22:00:00,24077,24077
1353,06/08/2024 , 23:00:00,21773,21773
1354,06/08/2024 , 23:59:59,19469,19469
1355,07/08/2024 , 01:00:00,17421,17421
1356,07/08/2024 , 02:00:00,15629,15629
1357,07/08/2024 , 03:00:00,13581,13581
1358,07/08/2024 , 04:00:00,12045,12045
1359,07/08/2024 , 05:00:00,11533,11533
1360,07/08/2024 , 06:00:00,10509,10509
1361,07/08/2024 , 07:00:00,9485,9485
1362,07/08/2024 , 08:00:00,8205,8205
1363,07/08/2024 , 09:00:00,7693,7693
1364,07/08/2024 , 10:00:00,6413,6413
1365,07/08/2024 , 11:00:00,5645,5645
1366,07/08/2024 , 12:00:00,4877,4877
1367,07/08/2024 , 13:00:00,3853,3853
1368,07/08/2024 , 14:00:00,3341,3341
1369,07/08/2024 , 15:00:00,2573,2573
1370,07/08/2024 , 16:00:00,2061,2061
1371,07/08/2024 , 17:00:00,1549,1549
1372,07/08/2024 , 18:00:00,1037,1037
1373,07/08/2024 , 19:00:00,781,781
1374,07/08/2024 , 20:00:00,269,269
1375,07/08/2024 , 21:00:00,13,13
1376,07/08/2024 , 22:00:00,65293,65293
1377,07/08/2024 , 23:00:00,65036,65036
1378,07/08/2024 , 23:59:59,64268,64268
1379,08/08/2024 , 01:00:00,64268,64268
1380,08/08/2024 , 02:00:00,63756,63756
1381,08/08/2024 , 03:00:00,63244,63244
1382,08/08/2024 , 04:00:00,62988,62988
1383,08/08/2024 , 05:00:00,62476,62476
1384,08/08/2024 , 06:00:00,62220,62220
1385,08/08/2024 , 07:00:00,61452,61452
1386,08/08/2024 , 08:00:00,61196,61196
1387,08/08/2024 , 09:00:00,60940,60940
1388,08/08/2024 , 10:00:00,62220,62220
1389,08/08/2024 , 11:00:00,64012,64012
1390,08/08/2024 , 12:00:00,63756,63756
1391,08/08/2024 , 13:00:00,62988,62988
1392,08/08/2024 , 14:00:00,1804,1804
1393,08/08/2024 , 15:00:00,17933,17933
1394,08/08/2024 , 16:00:00,15885,15885
1395,08/08/2024 , 17:00:00,11533,11533
1396,08/08/2024 , 18:00:00,9229,9229
1397,08/08/2024 , 19:00:00,7949,7949
1398,08/08/2024 , 20:00:00,6925,6925
1399,08/08/2024 , 21:00:00,6157,6157
1400,08/08/2024 , 22:00:00,5389,5389
1401,08/08/2024 , 23:00:00,4621,4621
1402,08/08/2024 , 23:59:59,3853,3853
1403,09/08/2024 , 01:00:00,3085,3085
1404,09/08/2024 , 02:00:00,2573,2573
1405,09/08/2024 , 03:00:00,2317,2317
1406,09/08/2024 , 04:00:00,1293,1293
1407,09/08/2024 , 05:00:00,1037,1037
1408,09/08/2024 , 06:00:00,269,269
1409,09/08/2024 , 07:00:00,64781,64781
1410,09/08/2024 , 08:00:00,64268,64268
1411,09/08/2024 , 09:00:00,64012,64012
1412,09/08/2024 , 10:00:00,63500,63500
1413,09/08/2024 , 11:00:00,63244,63244
1414,09/08/2024 , 12:00:00,62732,62732
1415,09/08/2024 , 13:00:00,62476,62476
1416,09/08/2024 , 14:00:00,61708,61708
1417,09/08/2024 , 15:00:00,61452,61452
1418,09/08/2024 , 16:00:00,61196,61196
1419,09/08/2024 , 17:00:00,60940,60940
1420,09/08/2024 , 18:00:00,60428,60428
1421,09/08/2024 , 19:00:00,59916,59916
1422,09/08/2024 , 20:00:00,60172,60172
1423,09/08/2024 , 21:00:00,59660,59660
1424,09/08/2024 , 22:00:00,59660,59660
1425,09/08/2024 , 23:00:00,59404,59404
1426,09/08/2024 , 23:59:59,58636,58636
1427,10/08/2024 , 01:00:00,58380,58380
1428,10/08/2024 , 02:00:00,57868,57868
1429,10/08/2024 , 03:00:00,57100,57100
1430,10/08/2024 , 04:00:00,56332,56332
1431,10/08/2024 , 05:00:00,55308,55308
1432,10/08/2024 , 06:00:00,54028,54028
1433,10/08/2024 , 07:00:00,53004,53004
1434,10/08/2024 , 08:00:00,49420,49420
1435,10/08/2024 , 09:00:00,48652,48652
1436,10/08/2024 , 10:00:00,47884,47884
1437,10/08/2024 , 11:00:00,47628,47628
1438,10/08/2024 , 12:00:00,47372,47372
1439,10/08/2024 , 13:00:00,47116,47116
1440,10/08/2024 , 14:00:00,46860,46860
1441,10/08/2024 , 15:00:00,46604,46604
1442,10/08/2024 , 16:00:00,45836,45836
1443,10/08/2024 , 17:00:00,45836,45836
1444,10/08/2024 , 18:00:00,45836,45836
1445,10/08/2024 , 19:00:00,45580,45580
1446,10/08/2024 , 20:00:00,45324,45324
1447,10/08/2024 , 21:00:00,45324,45324
1448,10/08/2024 , 22:00:00,45068,45068
1449,10/08/2024 , 23:00:00,45068,45068
1450,10/08/2024 , 23:59:59,45324,45324
1451,11/08/2024 , 01:00:00,45068,45068
1452,11/08/2024 , 02:00:00,44556,44556
1453,11/08/2024 , 03:00:00,44044,44044
1454,11/08/2024 , 04:00:00,43276,43276
1455,11/08/2024 , 05:00:00,43276,43276
1456,11/08/2024 , 06:00:00,42764,42764
1457,11/08/2024 , 07:00:00,42508,42508
1458,11/08/2024 , 08:00:00,43276,43276
1459,11/08/2024 , 09:00:00,42764,42764
1460,11/08/2024 , 10:00:00,42764,42764
1461,11/08/2024 , 11:00:00,42508,42508
1462,11/08/2024 , 12:00:00,42508,42508
1463,11/08/2024 , 13:00:00,42508,42508
1464,11/08/2024 , 14:00:00,42764,42764
1465,11/08/2024 , 15:00:00,43020,43020
1466,11/08/2024 , 16:00:00,43276,43276
1467,11/08/2024 , 17:00:00,43020,43020
1468,11/08/2024 , 18:00:00,43276,43276
1469,11/08/2024 , 19:00:00,43020,43020
1470,11/08/2024 , 20:00:00,43276,43276
1471,11/08/2024 , 21:00:00,43276,43276
1472,11/08/2024 , 22:00:00,43276,43276
1473,11/08/2024 , 23:00:00,43276,43276
1474,11/08/2024 , 23:59:59,43020,43020
1475,12/08/2024 , 01:00:00,42764,42764
1476,12/08/2024 , 02:00:00,42508,42508
1477,12/08/2024 , 03:00:00,41996,41996
1478,12/08/2024 , 04:00:00,41996,41996
1479,12/08/2024 , 05:00:00,41740,41740
1480,12/08/2024 , 06:00:00,41484,41484
1481,12/08/2024 , 07:00:00,41228,41228
1482,12/08/2024 , 08:00:00,41228,41228
1483,12/08/2024 , 09:00:00,41484,41484
1484,12/08/2024 , 10:00:00,41228,41228
1485,12/08/2024 , 11:00:00,40972,40972
1486,12/08/2024 , 12:00:00,40972,40972
1487,12/08/2024 , 13:00:00,40972,40972
1488,12/08/2024 , 14:00:00,41228,41228
1489,12/08/2024 , 15:00:00,40460,40460
1490,12/08/2024 , 16:00:00,40716,40716
1491,12/08/2024 , 17:00:00,40972,40972
1492,12/08/2024 , 18:00:00,40460,40460
1493,12/08/2024 , 19:00:00,40972,40972
1494,12/08/2024 , 20:00:00,41228,41228
1495,12/08/2024 , 21:00:00,41228,41228
1496,12/08/2024 , 22:00:00,41228,41228
1497,12/08/2024 , 23:00:00,41228,41228
1498,12/08/2024 , 23:59:59,40972,40972
1499,13/08/2024 , 01:00:00,40460,40460
1500,13/08/2024 , 02:00:00,40204,40204
1501,13/08/2024 , 03:00:00,39692,39692
1502,13/08/2024 , 04:00:00,39692,39692
1503,13/08/2024 , 05:00:00,39180,39180
1504,13/08/2024 , 06:00:00,39180,39180
1505,13/08/2024 , 07:00:00,38668,38668
1506,13/08/2024 , 08:00:00,38668,38668
1507,13/08/2024 , 09:00:00,38412,38412
1508,13/08/2024 , 10:00:00,38156,38156
1509,13/08/2024 , 11:00:00,38156,38156
1510,13/08/2024 , 12:00:00,37900,37900
1511,13/08/2024 , 13:00:00,37900,37900
1512,13/08/2024 , 14:00:00,37644,37644
1513,13/08/2024 , 15:00:00,37644,37644
1514,13/08/2024 , 16:00:00,37132,37132
1515,13/08/2024 , 17:00:00,36876,36876
1516,13/08/2024 , 18:00:00,37132,37132
1517,13/08/2024 , 19:00:00,36876,36876
1518,13/08/2024 , 20:00:00,36876,36876
1519,13/08/2024 , 21:00:00,37388,37388
1520,13/08/2024 , 22:00:00,37132,37132
1521,13/08/2024 , 23:00:00,36876,36876
1522,13/08/2024 , 23:59:59,36876,36876
1523,14/08/2024 , 01:00:00,36108,36108
1524,14/08/2024 , 02:00:00,36364,36364
1525,14/08/2024 , 03:00:00,35852,35852
1526,14/08/2024 , 04:00:00,35340,35340
1527,14/08/2024 , 05:00:00,35340,35340
1528,14/08/2024 , 06:00:00,35084,35084
1529,14/08/2024 , 07:00:00,34572,34572
1530,14/08/2024 , 08:00:00,34572,34572
1531,14/08/2024 , 09:00:00,34572,34572
1532,14/08/2024 , 10:00:00,34316,34316
1533,14/08/2024 , 11:00:00,34060,34060
1534,14/08/2024 , 12:00:00,33804,33804
1535,14/08/2024 , 13:00:00,34060,34060
1536,14/08/2024 , 14:00:00,33804,33804
1537,14/08/2024 , 15:00:00,34316,34316
1538,14/08/2024 , 16:00:00,38668,38668
1539,14/08/2024 , 17:00:00,42252,42252
1540,14/08/2024 , 18:00:00,42764,42764
1541,14/08/2024 , 19:00:00,42508,42508
1542,14/08/2024 , 20:00:00,43020,43020
1543,14/08/2024 , 21:00:00,43532,43532
1544,14/08/2024 , 22:00:00,44300,44300
1545,14/08/2024 , 23:00:00,44556,44556
1546,14/08/2024 , 23:59:59,44300,44300
1547,15/08/2024 , 01:00:00,44300,44300
1548,15/08/2024 , 02:00:00,44044,44044
1549,15/08/2024 , 03:00:00,43788,43788
1550,15/08/2024 , 04:00:00,43276,43276
1551,15/08/2024 , 05:00:00,43276,43276
1552,15/08/2024 , 06:00:00,42508,42508
1553,15/08/2024 , 07:00:00,42508,42508
1554,15/08/2024 , 08:00:00,42252,42252
1555,15/08/2024 , 09:00:00,41740,41740
1556,15/08/2024 , 10:00:00,41484,41484
1557,15/08/2024 , 11:00:00,41228,41228
1558,15/08/2024 , 12:00:00,40972,40972
1559,15/08/2024 , 13:00:00,40972,40972
1560,15/08/2024 , 14:00:00,40204,40204
1561,15/08/2024 , 15:00:00,39692,39692
1562,15/08/2024 , 16:00:00,39180,39180
1563,15/08/2024 , 17:00:00,38668,38668
1564,15/08/2024 , 18:00:00,38412,38412
1565,15/08/2024 , 19:00:00,37644,37644
1566,15/08/2024 , 20:00:00,37644,37644
1567,15/08/2024 , 21:00:00,38156,38156
1568,15/08/2024 , 22:00:00,38156,38156
1569,15/08/2024 , 23:00:00,37900,37900
1570,15/08/2024 , 23:59:59,37900,37900
1571,16/08/2024 , 01:00:00,37644,37644
1572,16/08/2024 , 02:00:00,37132,37132
1573,16/08/2024 , 03:00:00,36876,36876
1574,16/08/2024 , 04:00:00,36364,36364
1575,16/08/2024 , 05:00:00,36364,36364
1576,16/08/2024 , 06:00:00,35852,35852
1577,16/08/2024 , 07:00:00,35596,35596
1578,16/08/2024 , 08:00:00,34828,34828
1579,16/08/2024 , 09:00:00,34316,34316
1580,16/08/2024 , 10:00:00,34060,34060
1581,16/08/2024 , 11:00:00,33548,33548
1582,16/08/2024 , 12:00:00,33036,33036
1583,16/08/2024 , 13:00:00,32524,32524
1584,16/08/2024 , 14:00:00,32524,32524
1585,16/08/2024 , 15:00:00,32268,32268
1586,16/08/2024 , 16:00:00,32268,32268
1587,16/08/2024 , 17:00:00,31756,31756
1588,16/08/2024 , 18:00:00,31756,31756
1589,16/08/2024 , 19:00:00,31500,31500
1590,16/08/2024 , 20:00:00,31500,31500
1591,16/08/2024 , 21:00:00,31756,31756
1592,16/08/2024 , 22:00:00,31756,31756
1593,16/08/2024 , 23:00:00,32012,32012
1594,16/08/2024 , 23:59:59,31500,31500
1595,17/08/2024 , 01:00:00,31244,31244
1596,17/08/2024 , 02:00:00,31756,31756
1597,17/08/2024 , 03:00:00,31244,31244
1598,17/08/2024 , 04:00:00,30988,30988
1599,17/08/2024 , 05:00:00,30220,30220
1600,17/08/2024 , 06:00:00,30476,30476
1601,17/08/2024 , 07:00:00,29708,29708
1602,17/08/2024 , 08:00:00,29196,29196
1603,17/08/2024 , 09:00:00,28940,28940
1604,17/08/2024 , 10:00:00,28684,28684
1605,17/08/2024 , 11:00:00,28428,28428
1606,17/08/2024 , 12:00:00,28428,28428
1607,17/08/2024 , 13:00:00,28172,28172
1608,17/08/2024 , 14:00:00,27660,27660
1609,17/08/2024 , 15:00:00,27660,27660
1610,17/08/2024 , 16:00:00,27660,27660
1611,17/08/2024 , 17:00:00,27404,27404
1612,17/08/2024 , 18:00:00,27148,27148
1613,17/08/2024 , 19:00:00,27148,27148
1614,17/08/2024 , 20:00:00,26892,26892
1615,17/08/2024 , 21:00:00,26636,26636
1616,17/08/2024 , 22:00:00,26380,26380
1617,17/08/2024 , 23:00:00,26380,26380
1618,17/08/2024 , 23:59:59,26380,26380
1619,18/08/2024 , 01:00:00,24844,24844
1620,18/08/2024 , 02:00:00,24844,24844
1621,18/08/2024 , 03:00:00,24844,24844
1622,18/08/2024 , 04:00:00,24844,24844
1623,18/08/2024 , 05:00:00,24844,24844
1624,18/08/2024 , 06:00:00,24588,24588
1625,18/08/2024 , 07:00:00,25100,25100
1626,18/08/2024 , 08:00:00,24844,24844
1627,18/08/2024 , 09:00:00,34572,34572
1628,18/08/2024 , 10:00:00,39692,39692
1629,18/08/2024 , 11:00:00,41484,41484
1630,18/08/2024 , 12:00:00,43788,43788
1631,18/08/2024 , 13:00:00,45580,45580
1632,18/08/2024 , 14:00:00,47116,47116
1633,18/08/2024 , 15:00:00,48140,48140
1634,18/08/2024 , 16:00:00,48908,48908
1635,18/08/2024 , 17:00:00,49420,49420
1636,18/08/2024 , 18:00:00,49420,49420
1637,18/08/2024 , 19:00:00,49676,49676
1638,18/08/2024 , 20:00:00,49676,49676
1639,18/08/2024 , 21:00:00,49676,49676
1640,18/08/2024 , 22:00:00,49164,49164
1641,18/08/2024 , 23:00:00,49164,49164
1642,18/08/2024 , 23:59:59,49164,49164
1643,19/08/2024 , 01:00:00,49164,49164
1644,19/08/2024 , 02:00:00,48396,48396
1645,19/08/2024 , 03:00:00,47628,47628
1646,19/08/2024 , 04:00:00,46860,46860
1647,19/08/2024 , 05:00:00,58380,58380
1648,19/08/2024 , 06:00:00,8204,8204
1649,19/08/2024 , 07:00:00,8205,8205
1650,19/08/2024 , 08:00:00,6413,6413
1651,19/08/2024 , 09:00:00,4877,4877
1652,19/08/2024 , 10:00:00,3597,3597
1653,19/08/2024 , 11:00:00,2829,2829
1654,19/08/2024 , 12:00:00,2061,2061
1655,19/08/2024 , 13:00:00,1037,1037
1656,19/08/2024 , 14:00:00,269,269
1657,19/08/2024 , 15:00:00,65293,65293
1658,19/08/2024 , 16:00:00,64524,64524
1659,19/08/2024 , 17:00:00,63756,63756
1660,19/08/2024 , 18:00:00,62732,62732
1661,19/08/2024 , 19:00:00,62732,62732
1662,19/08/2024 , 20:00:00,62732,62732
1663,19/08/2024 , 21:00:00,62476,62476
1664,19/08/2024 , 22:00:00,62220,62220
1665,19/08/2024 , 23:00:00,61964,61964
1666,19/08/2024 , 23:59:59,61196,61196
1667,20/08/2024 , 01:00:00,60940,60940
1668,20/08/2024 , 02:00:00,59916,59916
1669,20/08/2024 , 03:00:00,59404,59404
1670,20/08/2024 , 04:00:00,58380,58380
1671,20/08/2024 , 05:00:00,57356,57356
1672,20/08/2024 , 06:00:00,56332,56332
1673,20/08/2024 , 07:00:00,55052,55052
1674,20/08/2024 , 08:00:00,53772,53772
1675,20/08/2024 , 09:00:00,52748,52748
1676,20/08/2024 , 10:00:00,50700,50700
1677,20/08/2024 , 11:00:00,47884,47884
1678,20/08/2024 , 12:00:00,47116,47116
1679,20/08/2024 , 13:00:00,46860,46860
1680,20/08/2024 , 14:00:00,46348,46348
1681,20/08/2024 , 15:00:00,46092,46092
1682,20/08/2024 , 16:00:00,45580,45580
1683,20/08/2024 , 17:00:00,45068,45068
1684,20/08/2024 , 18:00:00,44812,44812
1685,20/08/2024 , 19:00:00,44812,44812
1686,20/08/2024 , 20:00:00,44556,44556
1687,20/08/2024 , 21:00:00,44556,44556
1688,20/08/2024 , 22:00:00,44812,44812
1689,20/08/2024 , 23:00:00,44812,44812
1690,20/08/2024 , 23:59:59,43788,43788
1691,21/08/2024 , 01:00:00,43788,43788
1692,21/08/2024 , 02:00:00,43020,43020
1693,21/08/2024 , 03:00:00,42252,42252
1694,21/08/2024 , 04:00:00,41996,41996
1695,21/08/2024 , 05:00:00,41484,41484
1696,21/08/2024 , 06:00:00,41228,41228
1697,21/08/2024 , 07:00:00,40972,40972
1698,21/08/2024 , 08:00:00,40972,40972
1699,21/08/2024 , 09:00:00,40460,40460
1700,21/08/2024 , 10:00:00,40972,40972
1701,21/08/2024 , 11:00:00,40972,40972
1702,21/08/2024 , 12:00:00,40972,40972
1703,21/08/2024 , 13:00:00,40716,40716
1704,21/08/2024 , 14:00:00,40716,40716
1705,21/08/2024 , 15:00:00,40460,40460
1706,21/08/2024 , 16:00:00,40204,40204
1707,21/08/2024 , 17:00:00,40460,40460
1708,21/08/2024 , 18:00:00,40204,40204
1709,21/08/2024 , 19:00:00,40204,40204
1710,21/08/2024 , 20:00:00,40204,40204
1711,21/08/2024 , 21:00:00,40460,40460
1712,21/08/2024 , 22:00:00,40716,40716
1713,21/08/2024 , 23:00:00,40716,40716
1714,21/08/2024 , 23:59:59,39948,39948
1715,22/08/2024 , 01:00:00,40204,40204
1716,22/08/2024 , 02:00:00,39948,39948
1717,22/08/2024 , 03:00:00,39948,39948
1718,22/08/2024 , 04:00:00,39436,39436
1719,22/08/2024 , 05:00:00,38924,38924
1720,22/08/2024 , 06:00:00,39180,39180
1721,22/08/2024 , 07:00:00,38924,38924
1722,22/08/2024 , 08:00:00,38924,38924
1723,22/08/2024 , 09:00:00,38668,38668
1724,22/08/2024 , 10:00:00,38412,38412
1725,22/08/2024 , 11:00:00,38412,38412
1726,22/08/2024 , 12:00:00,38156,38156
1727,22/08/2024 , 13:00:00,38156,38156
1728,22/08/2024 , 14:00:00,37900,37900
1729,22/08/2024 , 15:00:00,37644,37644
1730,22/08/2024 , 16:00:00,37388,37388
1731,22/08/2024 , 17:00:00,36876,36876
1732,22/08/2024 , 18:00:00,36876,36876
1733,22/08/2024 , 19:00:00,36876,36876
1734,22/08/2024 , 20:00:00,36620,36620
1735,22/08/2024 , 21:00:00,36876,36876
1736,22/08/2024 , 22:00:00,36876,36876
1737,22/08/2024 , 23:00:00,36620,36620
1738,22/08/2024 , 23:59:59,36364,36364
1739,23/08/2024 , 01:00:00,35852,35852
1740,23/08/2024 , 02:00:00,35852,35852
1741,23/08/2024 , 03:00:00,35340,35340
1742,23/08/2024 , 04:00:00,35084,35084
1743,23/08/2024 , 05:00:00,34828,34828
1744,23/08/2024 , 06:00:00,34828,34828
1745,23/08/2024 , 07:00:00,34572,34572
1746,23/08/2024 , 08:00:00,34316,34316
1747,23/08/2024 , 09:00:00,34316,34316
1748,23/08/2024 , 10:00:00,33804,33804
1749,23/08/2024 , 11:00:00,33804,33804
1750,23/08/2024 , 12:00:00,33804,33804
1751,23/08/2024 , 13:00:00,33548,33548
1752,23/08/2024 , 14:00:00,33292,33292
1753,23/08/2024 , 15:00:00,33036,33036
1754,23/08/2024 , 16:00:00,32780,32780
1755,23/08/2024 , 17:00:00,32524,32524
1756,23/08/2024 , 18:00:00,32268,32268
1757,23/08/2024 , 19:00:00,32268,32268
1758,23/08/2024 , 20:00:00,32268,32268
1759,23/08/2024 , 21:00:00,32524,32524
1760,23/08/2024 , 22:00:00,32268,32268
1761,23/08/2024 , 23:00:00,32268,32268
1762,23/08/2024 , 23:59:59,32268,32268
1763,24/08/2024 , 01:00:00,32012,32012
1764,24/08/2024 , 02:00:00,31756,31756
1765,24/08/2024 , 03:00:00,31500,31500
1766,24/08/2024 , 04:00:00,31244,31244
1767,24/08/2024 , 05:00:00,31244,31244
1768,24/08/2024 , 06:00:00,30476,30476
1769,24/08/2024 , 07:00:00,30220,30220
1770,24/08/2024 , 08:00:00,29964,29964
1771,24/08/2024 , 09:00:00,29708,29708
1772,24/08/2024 , 10:00:00,29452,29452
1773,24/08/2024 , 11:00:00,29196,29196
1774,24/08/2024 , 12:00:00,29196,29196
1775,24/08/2024 , 13:00:00,28684,28684
1776,24/08/2024 , 14:00:00,28684,28684
1777,24/08/2024 , 15:00:00,28428,28428
